"","track_name","track_id","artist_name","duration_ms","popularity","explicit","album_name","album_id","release_date","playlist_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"85","Money Made Me Do It","1ysAvOdJgUjc6CqOQxepaz","Post Malone",224960,61,TRUE,"Stoney (Deluxe)","5s0rmjP8XOPhP6HhqOhuyC",2016-12-09,"chasin paper",0.734,0.429,7,-6.511,1,0.16,0.305,0,0.0659,0.372,83.021,4
"86","Armed And Dangerous","5wujBwqG7INdStqGd4tRMX","Juice WRLD",169999,77,TRUE,"Goodbye & Good Riddance","6tkjU4Umpo79wwkgPMV3nZ",2018-12-10,"chasin paper",0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,4
"87","Bounce It (feat. Wale & Trey Songz)","3N5oiETJEStSB71TjTFkWV","Juicy J",260560,56,TRUE,"Stay Trippy","7h1ut6IUbndKY7QrqcbAND",2013-08-23,"chasin paper",0.785,0.572,11,-9.383,1,0.0859,0.00811,0,0.111,0.477,140.032,4
"88","Sweet Serenade","4nwxCitFgnLugXCl0JFNTJ","Pusha T",219293,53,TRUE,"My Name Is My Name","42oQv8fbI5CbeuAasf2ILC",2013-10-31,"chasin paper",0.722,0.702,7,-6.688,1,0.347,0.0127,0.0051,0.384,0.424,150.056,4
"89","Moonlight","0JP9xo3adEtGSdUEISiszL","XXXTENTACION",135090,81,TRUE,"?","2Ti79nwTsont5ZHfdxIzAm",2018-03-16,"chasin paper",0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4
"90","LET IT GO (feat. Justin Bieber & 21 Savage)","1cEhrSF6EylAEqdhUGuNpX","DJ Khaled",165526,68,TRUE,"KHALED KHALED","5kE2OAuUYGBqqzscqgBXXf",2021-04-30,"chasin paper",0.877,0.444,8,-7.547,1,0.172,0.24,0,0.169,0.658,129.06,4
"91","REPEAT IT (with Gunna)","21AJQhGZpujjZQXByZAXpr","Lil Tecca",190344,69,TRUE,"REPEAT IT","0hTvuLmKKMWoBWgPPrpUKF",2021-08-06,"chasin paper",0.681,0.687,9,-7.612,1,0.332,0.0555,0,0.062,0.588,108.641,3
"92","Own Brand Freestyle","1p2VYcXdvno7iVQOOmYkEs","FelixThe1st",153808,0,TRUE,"Own Brand Freestyle","5xltzh5AOddBAoNZChGlE2",2021-10-29,"chasin paper",0.912,0.54,7,-8.038,1,0.305,0.16,0,0.421,0.619,128.068,4
"93","Xanarchy","3etxMncvnemdyJlDVBuIat","Lil Xan",148950,47,TRUE,"Xanarchy","2ybkO5lYEHOiZlAOe1KJrj",2017-07-07,"chasin paper",0.697,0.726,0,-5.204,1,0.22,0.196,2.42e-06,0.704,0.85,161.997,4
"94","Whatever You Need (feat. Chris Brown & Ty Dolla $ign)","6yMxfx9wpiuhhdb8vHDVMu","Meek Mill",205373,53,TRUE,"Wins & Losses","2SCQAZZ5pc90l9SPBsWCIQ",2017-07-21,"chasin paper",0.519,0.57,1,-7.366,1,0.202,0.0254,0,0.0821,0.317,164.155,4
"95","Zone 6 (Remix) (feat. Future & 6LACK)","2tbIldU1Cfdpat40wyJKkn","Young Nudy",236946,47,TRUE,"SlimeBall 3","6NNqD3Z4ETW7AgEKjV6iII",2018-11-02,"chasin paper",0.858,0.406,9,-9.404,1,0.649,0.128,0,0.375,0.596,155.918,4
"96","Suge","2gwkD6igEhQbDQegRCcdoB","DaBaby",163320,72,TRUE,"Baby On Baby","0O1PJ0t69iTO5yWrIeIga0",2019-03-01,"chasin paper",0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,4
"97","Kick It (feat. Jace)","6wNTA8EAPfrZ4CdS0rKjL9","Childish Major",159985,37,TRUE,"Kick It (feat. Jace)","4DvaQbzeckQZoDoyISnSlP",2020-08-13,"chasin paper",0.839,0.611,3,-4.96,0,0.103,0.0169,0,0.111,0.532,143.988,4
"98","Way 2 Sexy (with Future & Young Thug)","0k1WUmIRnG3xU6fvvDVfRG","Drake",257604,80,TRUE,"Certified Lover Boy","3SpBlxme9WbeQdI9kx7KAV",2021-09-03,"chasin paper",0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,4
"99","too easy (Remix) [feat. Future & Roddy Ricch]","3A3S5pdCJdePtJ0oKeCrCP","Gunna",197133,58,TRUE,"DS4EVER","02uWB8Kekadkl3yGBoOOcx",2022-01-13,"chasin paper",0.784,0.601,5,-6.472,0,0.118,0.0155,0,0.122,0.22,156,4
"100","Favorite (feat. Duckwrth)","3FGj53xlCa43WHUQ4dDF6y","Duckwrth",139805,40,TRUE,"Favorite (feat. Duckwrth)","1hXhxCdpwgqCr7sUu26cS8",2022-01-28,"chasin paper",0.686,0.572,1,-8.105,1,0.259,0.174,0,0.121,0.302,102.794,4
"101","don’t i (feat. Gunna)","4t2HbYiaqvoPsbSrOB0LqS","Roddy Ricch",213453,58,TRUE,"LIVE LIFE FAST","1eVrpJbHRLBbioB9sb5b94",2021-12-17,"chasin paper",0.773,0.566,11,-8.17,0,0.279,0.184,0,0.164,0.262,127.071,4
"102","Lifestyle","7DTlsMOQjGysXHpwwpHuPl","Rich Gang",269693,67,TRUE,"Lifestyle","4EZDdNda2DHRyqoDgTpS4l",2014-06-05,"chasin paper",0.546,0.667,1,-5.236,1,0.274,0.0152,0,0.0895,0.471,87.666,4
"103","10 Bands","12d5QFwzh60IIHlsSnAvps","Drake",177733,66,TRUE,"If You're Reading This It's Too Late","0ptlfJfwGTy0Yvrk14JK1I",2015-02-12,"chasin paper",0.825,0.756,11,-3.687,0,0.383,0.265,2.15e-06,0.0762,0.888,172.938,4
"104","4 Thangs (feat. Big Sean & Hit-Boy)","4wmZtoif8SGm7PDqgKrEXr","Freddie Gibbs",104911,61,TRUE,"4 Thangs (feat. Big Sean & Hit-Boy)","7DaO2NczGej6crL0eTAXcS",2020-10-30,"chasin paper",0.813,0.557,10,-6.655,0,0.133,0.0547,0,0.128,0.764,83.012,4
"105","Transportin'","1WIZiOuNO3woKfdlSK2gNn","Kodak Black",169344,72,TRUE,"Project Baby 2: All Grown Up","51wp3EOOp2mBIjhZjR7W0i",2017-08-18,"chasin paper",0.804,0.66,10,-4.86,0,0.0726,0.0319,0,0.103,0.257,94.053,4
"106","Big 14 (feat. Offset & Moneybagg Yo)","7rQ84WsT2Wcnrz5gTmbGmw","Trippie Redd",247458,75,TRUE,"Big 14 (feat. Offset & Moneybagg Yo)","4QjFj3RCLsh7x7mwdaaEfO",2022-08-05,"chasin paper",0.71,0.828,1,-4.725,1,0.0726,0.199,0,0.168,0.316,128.027,4
"107","Bigger Than You (feat. Drake & Quavo)","5S1IUPueD0xE0vj4zU3nSf","2 Chainz",225893,58,TRUE,"Bigger Than You feat. Drake & Quavo","3Lh72gPELN4MIUJd3dYN6I",2018-06-15,"chasin paper",0.888,0.515,1,-6.246,1,0.271,0.247,0,0.446,0.264,141.009,4
"108","Just Like Martin","0946VVOuYpcWD04kxXHZzP","IDK",153575,42,TRUE,"Just Like Martin","4BHB0sXSZxnTsPwWNWgVzI",2021-03-18,"chasin paper",0.519,0.605,9,-7.802,1,0.315,0.0151,0.00567,0.374,0.44,249.438,3
"109","Slide (Ft. 21 Savage / Remix)","3479IDKcKrsY7JDZjNXfHW","Madmarcc",155135,64,TRUE,"Slide (Ft. 21 Savage / Remix)","2R8xL4YlMBUYBDqEyhX50g",2022-08-03,"chasin paper",0.762,0.543,1,-7.898,1,0.326,0.067,0,0.0978,0.427,161.016,4
"110","WHOLE LOTTA MONEY","5yorXJWdBan1Vlh116ZtQ7","BIA",156005,64,TRUE,"FOR CERTAIN","5B857SgrQIAmcJGj0sFOSg",2020-12-11,"chasin paper",0.897,0.371,1,-5.019,1,0.368,0.0904,0,0.325,0.441,81.008,4
"111","CLONES","6zlBoRMKQv2UyrafMVoQlq","Tierra Whack",171392,46,TRUE,"CLONES","2WdbAWRuaVLIT1BvcVP0sR",2019-02-26,"chasin paper",0.791,0.494,9,-8.705,1,0.347,0.184,0.0182,0.482,0.6,146.003,4
"112","I Like Tuh","0oGKiPNDmAsgAWdF4mAR4g","Carnage",189000,54,TRUE,"Papi Gordo","4YlVZDAPmGGRneJh8Bx8Oy",2015-10-30,"chasin paper",0.617,0.545,1,-5.288,0,0.0667,0.334,0,0.281,0.563,174.942,4
"113","Big Money","6QueNJeQGIW8qZoHqCF7un","Money Man",161568,54,TRUE,"Big Money","76fs9BkDU369ScWTlWaTt4",2022-06-10,"chasin paper",0.726,0.633,0,-8.094,0,0.08,0.0206,0.00398,0.128,0.379,76.509,4
"114","Dizzy","0AQYqyuHHYE68n144I1lD0","KAS",219794,31,TRUE,"Dizzy","4AmT2k0O7A9Iu8bs2IeXx1",2019-07-26,"but my feet in bottega",0.683,0.539,5,-10.75,1,0.115,0.0741,0,0.241,0.711,153.94,4
"115","2 AM","3g3RCV5ImXwzHpKwM2iunc","Swavay",198577,55,TRUE,"Pure Infinity","4fJwg97iKoiaVQrljDyBJf",2019-05-24,"but my feet in bottega",0.783,0.341,7,-12.353,1,0.0727,0.434,9.85e-05,0.362,0.184,126.799,4
"116","Golden Child","04QWC97Dvd9g0IEDoyUDBX","Shaboozey",177773,45,FALSE,"Lady Wrangler","2xUAnts1jM9tnbxi23Jf5O",2018-10-05,"but my feet in bottega",0.792,0.591,0,-8.848,1,0.29,0.362,1.89e-06,0.36,0.365,151.029,4
"117","Eazy","6Ab81Bs9fcOwaTYuBsUUpI","The Game",234288,68,TRUE,"Eazy","26LYxs49CqC9WUZWiEK3jT",2022-01-15,"but my feet in bottega",0.716,0.551,1,-6.987,1,0.47,0.167,0,0.197,0.305,82.393,4
"118","HOTEL LOBBY (Unc & Phew)","0QNNd0qMCDbraS1nQPg3aA","Quavo",142657,81,TRUE,"HOTEL LOBBY (Unc & Phew)","0zWZX428gMb9vSBUMRdDiy",2022-05-20,"but my feet in bottega",0.821,0.636,11,-4.479,1,0.169,0.142,0,0.233,0.163,127.961,4
"119","Wasting Angels (with The Kid LAROI)","2OcSE0EXzgUuqkM1NIJPHJ","Post Malone",243158,73,FALSE,"Twelve Carat Toothache","3HHNR44YbP7XogMVwzbodx",2022-06-03,"but my feet in bottega",0.583,0.43,9,-7.748,1,0.0353,0.801,0,0.0867,0.367,84.967,4
"120","66","6tarvNiKnEjYMj1VZhlDqR","Lil Yachty",153474,61,TRUE,"Lil Boat 2","4nHOF3neSo6Y7OG5OAflkC",2018-03-09,"but my feet in bottega",0.667,0.723,5,-4.31,0,0.27,0.0455,0.000193,0.213,0.251,148.058,4
"121","ON GOD (feat. Young Thug)","5euYMGygjq2IAfpzOD08Qb","Juice WRLD",250271,62,TRUE,"Death Race For Love (Bonus Track Version)","1btu0SV2DOI5HoFsvUd78F",2019-03-08,"but my feet in bottega",0.798,0.723,5,-6.231,0,0.0601,0.0926,0,0.112,0.338,145.992,4
"122","Brand New","51m0quCwhyDTKflI5sH0uc","YSB Tril",192000,40,TRUE,"Brand New","1B0Xz6cMxGMM8Ib7JlszZ7",2021-11-05,"but my feet in bottega",0.835,0.517,4,-6.742,0,0.157,0.125,0,0.174,0.544,140.009,4
"123","Webbie (feat. Duke)","6pRkwu4Pt9d7Ki6g4ppOYj","Young Thug",235893,49,TRUE,"JEFFERY","7EpUpNUkkEGnaCvkcn1j4H",2016-08-26,"but my feet in bottega",0.696,0.589,1,-7.033,0,0.295,0.123,0,0.134,0.273,78.52,4
"124","Dunno","3YnwIp2b99p3e5dsFTXIIx","Mac Miller",237093,65,TRUE,"Swimming","5wtE5aLX5r7jOosmPhJhhk",2018-08-03,"but my feet in bottega",0.622,0.229,1,-11.322,1,0.0445,0.768,0.00906,0.134,0.0998,81.87,4
"125","Yacht Club (feat. Juice WRLD)","5R2rsbwCDXORX2tLfprRmM","Lil Yachty",166343,71,TRUE,"Nuthin' 2 Prove","4qplno3lbet8WvuTGdDG3T",2018-10-19,"but my feet in bottega",0.721,0.508,7,-7.496,1,0.394,0.317,0,0.153,0.457,159.911,4
"126","In My Head","6JS7gLuqIg5uPELAYBwxEq","ODIE",225830,51,TRUE,"Analogue","1SgtXskC74No0x9a9iDlfw",2018-04-06,"but my feet in bottega",0.635,0.214,0,-13.984,1,0.0295,0.79,0.00107,0.147,0.322,81.015,4
"127","Nikes On","5z14e4rPImlgk40W33dt0U","Healy",162289,54,FALSE,"Nikes On","1g3OgxosiUiccwisdf8mI1",2020-03-05,"but my feet in bottega",0.825,0.313,9,-9.564,1,0.218,0.635,0.000166,0.107,0.242,83.014,4
"128","Nightmares Of The Bottom","3Tb8evphzQfsqXK9yS5noh","Lil Wayne",281080,53,TRUE,"Tha Carter IV","1MGEMBqM3v8OUM2glv7MSx",2011-01-01,"but my feet in bottega",0.81,0.577,8,-6.142,1,0.149,0.00953,3.48e-06,0.0838,0.408,140.065,4
"129","Tennessee","1PDOSyRGnlMRRt22mb3UHA","Allan Rayman",190600,50,TRUE,"Hotel Allan","15EU4ZbtuJ6inaJ22eIgsR",2016-10-28,"but my feet in bottega",0.738,0.549,6,-5.647,1,0.3,0.725,0.00334,0.108,0.27,174,4
"130","Thousand Miles","1r8ZCjfrQxoy2wVaBUbpwg","The Kid LAROI",164781,83,TRUE,"Thousand Miles","5x23D06mbAdtkU9N9JrZyf",2022-04-22,"but my feet in bottega",0.376,0.657,7,-4.658,1,0.0768,0.0858,0,0.0884,0.203,80.565,4
"131","Deep End (feat. Lil Skies)","0Ls2AaWYmU2LRzWAmFdlkc","Bankrol Hayden",131538,70,TRUE,"Deep End (feat. Lil Skies)","3E8eOi78N03MllCrjGGcVz",2022-07-15,"but my feet in bottega",0.922,0.435,5,-7.963,1,0.189,0.14,0,0.0962,0.863,103.999,4
"132","Real Friends","66Q3fAmSX5eHamgbKa9alP","Kanye West",251573,66,TRUE,"The Life Of Pablo","7gsWAHLeT0w7es6FofOXk1",2016-06-10,"but my feet in bottega",0.441,0.744,6,-6.248,0,0.476,0.262,0.000382,0.138,0.124,81.396,4
"133","Nowadays (feat. Landon Cube)","2u7mxWSeoqTXndK5e08jMp","Lil Skies",203907,68,TRUE,"Life of a Dark Rose","0CuYNS755Ow710G2E7aLDE",2017-12-12,"but my feet in bottega",0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,4
"134","Waiting For Never","753lkDSNs2u188xbl8Vrnx","Post Malone",196986,72,TRUE,"Twelve Carat Toothache (Deluxe)","50MzJhO0pMjTsfpeOmZ1so",2022-06-07,"but my feet in bottega",0.593,0.834,10,-3.738,1,0.0424,0.115,0,0.191,0.555,151.944,4
"135","Love You More (with Nate Ruess, Gunna & Jeff Bhasker)","4pUxYUHVKXWsgGhEhOu7R9","Young Thug",221913,52,TRUE,"Punk","7IKkHmEk4It4cRdOYanyvW",2021-10-15,"but my feet in bottega",0.668,0.376,6,-10.865,1,0.0575,0.575,0.00111,0.103,0.246,137.981,4
"136","Blastoff (feat. Juice Wrld & Trippie Redd)","2rFsFjq0D9JAmc0APpCO6P","Internet Money",174729,65,TRUE,"B4 The Storm","6U5j597olXfdjtd6wHd3Cu",2020-08-29,"but my feet in bottega",0.761,0.517,5,-6.916,1,0.0927,0.114,0,0.157,0.46,147.912,4
"137","Roses","6qc5EODnUU7XX4zn8B4c89","GASHI",169573,60,TRUE,"GASHI","1fd9ERd2XLppseTB8bTbBW",2019-09-20,"but my feet in bottega",0.497,0.587,5,-6.097,1,0.034,0.475,0,0.172,0.391,150.104,4
"138","Purge","3OORhRpIhCk21HaJwMAp5t","Bas",186613,55,TRUE,"Milky Way","6sDQacCej53Q43vZF9PJ8i",2018-08-24,"but my feet in bottega",0.908,0.535,7,-8.509,0,0.292,0.632,0,0.214,0.271,115.016,4
"139","Woozie","2uIukEsbb5yvC3ZK7CWk6G","K CAMP",183898,50,TRUE,"Woozie","1p7sH76jGrSLEAX9UzmCpq",2022-05-24,"but my feet in bottega",0.878,0.27,1,-10.064,1,0.402,0.0192,4.94e-06,0.163,0.118,162.022,4
"140","Denial","4MQnXVR8DJvsySuXYuzUtf","Rae Sremmurd",180000,64,TRUE,"Denial","7pU5A0t0YLo1BMH5OE67Uc",2022-06-08,"but my feet in bottega",0.656,0.597,7,-7.745,1,0.298,0.0861,0,0.122,0.277,91.956,4
"141","Cutlass (ft. ScHoolboy Q)","6vBczVPPas3vqNDFX9u7q0","AUGUST 08",200394,50,TRUE,"Towards The Sun","57XXE3V0P60nJkG68roJiH",2022-05-20,"but my feet in bottega",0.743,0.756,10,-5.593,0,0.27,0.446,0,0.113,0.664,84.488,4
"142","FLIP THE SWITCH (feat. Drake)","1rlIrbWboTRGeKfHhgbJRZ","Quavo",156195,67,TRUE,"QUAVO HUNCHO","2DjfazR5N3TgXBQ7oVALA1",2018-10-12,"but my feet in bottega",0.853,0.637,3,-5.924,0,0.331,0.129,0,0.267,0.496,86.048,4
"143","Can't Leave You Alone (feat. Juice WRLD)","5kS3Kw2elRTrodnsyQuhvI","Maroon 5",196898,61,FALSE,"JORDI (Deluxe)","1pCA38N6MkLlthXtAOvZTU",2021-06-11,"but my feet in bottega",0.727,0.53,8,-7.296,1,0.0703,0.159,0,0.105,0.43,139.996,4
"144","Honest (feat. Don Toliver)","2KdKh9vHbKW0tZLqtpxxI0","Justin Bieber",193322,77,TRUE,"Honest","2luYA3MBCKI7SfK3K0U3xf",2022-04-29,"but my feet in bottega",0.81,0.655,8,-6.779,0,0.0698,0.127,8.16e-05,0.105,0.809,150.002,4
"145","Livin It Up (with Post Malone & A$AP Rocky)","7zjEyeBsaw9gV0jofJLfOM","Young Thug",210906,75,TRUE,"Punk","7IKkHmEk4It4cRdOYanyvW",2021-10-15,"but my feet in bottega",0.767,0.313,7,-12.059,1,0.0798,0.838,0,0.105,0.765,82.582,4
"146","[Admire Her] (with Gunna)","4wJKTG3bAleqUXmylh83Id","Bas",157777,60,TRUE,"[BUMP] Pick Me Up","6zRk8SdWozgrlByoZJkCjM",2022-04-15,"but my feet in bottega",0.883,0.507,1,-7.188,0,0.244,0.366,0,0.136,0.294,138.008,4
"147","Falling Back","5zyZM1EiSqrniyqtprwxpv","Drake",266178,66,FALSE,"Honestly, Nevermind","2hicq6IKmDsPxZV7fJablX",2022-06-16,"but my feet in bottega",0.718,0.758,10,-8.29,1,0.0703,0.238,0.00653,0.11,0.349,118.989,4
"148","iPHONE (with Nicki Minaj)","3GX2hFAekmSduZzcS52OnR","DaBaby",191920,52,TRUE,"KIRK","1NsTSXjVNE7XmZ8PmyW0wl",2019-09-27,"but my feet in bottega",0.733,0.574,1,-6.409,0,0.266,0.243,0,0.231,0.305,159.987,4
"149","Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)","5oady7OSE7dH7LHiqmb3Cr","A$AP Ferg",222986,74,TRUE,"Floor Seats","6bI4IQKBcLX0KsTjQ9NR97",2019-08-16,"but my feet in bottega",0.737,0.597,7,-7.333,1,0.119,0.292,0,0.13,0.449,92.049,4
"150","Big Lie","02opp1cycqiFNDpLd2o1J3","Post Malone",207680,61,TRUE,"Stoney (Deluxe)","5s0rmjP8XOPhP6HhqOhuyC",2016-12-09,"but my feet in bottega",0.442,0.684,6,-4.888,0,0.168,0.191,0,0.0725,0.218,170.861,4
"151","Die Hard","6gI9b2VsoWhjhIuIeToDVs","Kendrick Lamar",239026,59,TRUE,"Mr. Morale & The Big Steppers","1atjqOZTCdrjxjMyCPZc2g",2022-05-13,"but my feet in bottega",0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,4
"152","Goldmine","6PhMHHmpK37QUV7KYkJxXn","Justin Stone",128000,45,TRUE,"MAYBE NEXT YEAR","03B9SdeuMbbpS9nIBMGeau",2022-06-03,"but my feet in bottega",0.696,0.53,9,-8.977,1,0.138,0.674,2.85e-05,0.179,0.252,75.03,4
"153","All Girls Are The Same","4VXIryQMWpIdGgYR4TrjT1","Juice WRLD",165819,82,TRUE,"Goodbye & Good Riddance","6tkjU4Umpo79wwkgPMV3nZ",2018-12-10,"but my feet in bottega",0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,4
"154","What Would Meek Do?","5vnuJ8EopkP5dHukpOmT3L","Pusha T",153266,52,TRUE,"DAYTONA","07bIdDDe3I3hhWpxU6tuBp",2018-05-25,"but my feet in bottega",0.678,0.636,1,-3.155,1,0.0782,0.0064,8.38e-06,0.177,0.0636,83.071,4
"155","Scrape It Off (feat. Lil Uzi Vert & Don Toliver)","1dp8aQANyTRKssDeAYPiZe","Pusha T",152612,74,TRUE,"It's Almost Dry","6o38CdD7CUlZDCFhjZYLDH",2022-04-22,"but my feet in bottega",0.594,0.679,7,-3.702,1,0.345,0.484,7.83e-06,0.114,0.66,106.726,5
"156","a m a r i","2cnKST6T9qUo2i907lm8zX","J. Cole",148421,74,TRUE,"The Off-Season","4JAvwK4APPArjIsOdGoJXX",2021-05-14,"but my feet in bottega",0.725,0.713,4,-6.173,0,0.187,0.127,0,0.617,0.207,65.988,4
"157","Burberry Headband","3fB96InfRUB2DCjbrfzKUt","Lil Mosey",146225,59,TRUE,"Northsbest (Extended)","6lggWd5q9Rh66OkDE1eNDr",2018-10-19,"but my feet in bottega",0.714,0.647,8,-6.865,1,0.037,0.598,0,0.0943,0.67,150.992,4
"158","Scorpio","0BFGDkrXAneskCJdudSCro","Moneybagg Yo",165772,65,TRUE,"A Gangsta’s Pain: Reloaded","527JxbrqUTevhf0mgQlMWB",2021-10-22,"but my feet in bottega",0.736,0.532,1,-7.151,1,0.265,0.0292,8.86e-06,0.0806,0.273,84.983,4
"159","1400 / 999 Freestyle","75lcPkAkUsKWHGBlGM476R","Trippie Redd",175954,76,TRUE,"A Love Letter To You 3","6qRbGZqJ3aQY8N8bcHc1ug",2018-11-09,"but my feet in bottega",0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,4
"160","D.M.B.","7IBLt4Qarf4JDLxIQDv2O5","A$AP Rocky",291611,70,TRUE,"D.M.B.","1o13E5QES3KCOg85oF0KNa",2022-05-05,"but my feet in bottega",0.727,0.616,8,-8.487,1,0.338,0.542,4.47e-06,0.482,0.392,140.014,4
"161","The God Hour","4Acntw4W2FfI7CDAIsCBjq","A$AP ANT",155076,61,TRUE,"Lil Black Jean Jacket 3","1mFoolgRsDNPx9aizPSYDn",2022-05-11,"but my feet in bottega",0.777,0.713,0,-7.481,1,0.288,0.0832,1.38e-06,0.545,0.385,129.964,4
"162","Ballin' (with Roddy Ricch)","3QzAOrNlsabgbMwlZt7TAY","Mustard",180434,79,TRUE,"Perfect Ten","2WrNHOba5u6P9S9xEboaUy",2019-06-28,"but my feet in bottega",0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,4
"163","don’t i (feat. Gunna)","4t2HbYiaqvoPsbSrOB0LqS","Roddy Ricch",213453,58,TRUE,"LIVE LIFE FAST","1eVrpJbHRLBbioB9sb5b94",2021-12-17,"but my feet in bottega",0.773,0.566,11,-8.17,0,0.279,0.184,0,0.164,0.262,127.071,4
"164","Promises","6TL5uq31JarmrpEGTNNyKG","Wiz Khalifa",210466,57,TRUE,"Blacc Hollywood (Deluxe)","2pl9PVgr8QFKRGY0HY69GI",2014-08-19,"but my feet in bottega",0.565,0.585,1,-5.723,0,0.0536,0.0265,0,0.274,0.259,140.8,5
"165","High Fashion (feat. Mustard)","07KXEDMj78x68D884wgVEm","Roddy Ricch",220486,73,TRUE,"Please Excuse Me for Being Antisocial","52u4anZbHd6UInnmHRFzba",2019-12-06,"but my feet in bottega",0.831,0.499,11,-8.442,0,0.114,0.269,0,0.3,0.511,97.956,4
"166","Safe Zone","5OGCPHq0xRNfJCQu1nsKwe","Lonr.",155892,29,FALSE,"Land Of Nothing Real","5RtnCCLZrqAV83rjf1rpUF",2020-04-24,"but my feet in bottega",0.749,0.409,10,-5.674,0,0.0297,0.355,0,0.136,0.238,132.113,4
"167","I Cannot Be (A Sadder Song) (with Gunna)","4IxeKzzxUSEgivgtbSbyIK","Post Malone",169824,71,TRUE,"Twelve Carat Toothache","3HHNR44YbP7XogMVwzbodx",2022-06-03,"but my feet in bottega",0.517,0.668,1,-6.012,1,0.116,0.0712,0,0.407,0.646,79.782,4
"168","Baby (feat. iann dior)","5PdO1SWLzsnBmPJHVLoPsS","DJ Scheme",156007,43,TRUE,"FAMILY","7CUmEkXzsnL13LU8XQnlbC",2020-12-04,"but my feet in bottega",0.688,0.523,2,-10.181,0,0.0619,0.228,0,0.14,0.622,79.984,4
"169","Lick","4W9XGjEUVG9junR70FOLii","Offset",204515,58,TRUE,"FATHER OF 4","6bPpXqJRpjwy0hLyUGtzYc",2019-02-22,"but my feet in bottega",0.959,0.539,4,-6.611,0,0.0958,0.172,0,0.108,0.657,103,4
"170","Money and the Power","0Altlm3kLPob56k2qqR4i2","Kid Ink",207133,55,TRUE,"My Own Lane (Expanded Edition)","6qBNm8dkdowRUUrN7uwR11",2014-01-06,"but my feet in bottega",0.562,0.682,0,-5.883,1,0.0898,0.0281,4.5e-05,0.125,0.385,174.071,4
"171","Chateau","2mbAFKj9gePjW91G1WH3sp","Jaden",135880,44,TRUE,"ERYS (Deluxe)","6cKBoHXh7dKn2gVsGniZ58",2019-07-05,"but my feet in bottega",0.759,0.812,8,-4.257,1,0.251,0.251,0,0.348,0.229,139.911,4
"172","Shoota (feat. Lil Uzi Vert)","2BJSMvOGABRxokHKB0OI8i","Playboi Carti",153800,79,TRUE,"Die Lit","7dAm8ShwJLFm9SaJ6Yc58O",2018-05-11,"but my feet in bottega",0.673,0.649,1,-8.433,0,0.196,0.188,0,0.122,0.47,153.075,4
"173","In My Room","4S4Mfvv03M1cHgIOJcbUCL","Frank Ocean",133680,76,TRUE,"In My Room","71VX8yv9T2hNIYVZJVUWVp",2019-11-02,"but my feet in bottega",0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,4
"174","Guap","7G0PgkkbavF7Rh4zNrUxH0","Big Sean",271653,50,TRUE,"Hall Of Fame (Deluxe)","5RlT8X7XGGLKUhoimrDl54",2013-01-01,"but my feet in bottega",0.65,0.723,1,-5.807,1,0.172,0.311,0,0.412,0.556,146.076,4
"175","Broccoli","0qy5D3OJre7SPJNMOL9I71","DRAM",225205,66,TRUE,"Broccoli","4mchkmnzdTYIEAnw2FijA3",2016-04-06,"but my feet in bottega",0.886,0.525,8,-7.39,1,0.132,0.236,0,0.057,0.708,145.99,4
"176","Straightenin","3X2r2CnHOJeV5YekPTgBnK","Migos",255532,63,TRUE,"Straightenin","7MFj8Fxl8OrEAOyOBSMz51",2021-05-14,"but my feet in bottega",0.847,0.629,9,-5.81,1,0.102,0.0318,0,0.152,0.109,135.976,4
"177","Lemonade","6rUcS9i07F6okIe8wujs5J","Gucci Mane",246013,59,TRUE,"The State vs. Radric Davis (Deluxe)","0VeraxKSlJGusnOHYGOtWq",2009-12-04,"but my feet in bottega",0.741,0.658,7,-7.758,1,0.0853,0.643,3.43e-06,0.307,0.746,142.057,4
"178","Tommy Lee (feat. Post Malone)","5QZKcQDp0tCcvMdyqEciBV","Tyla Yaweh",224638,68,TRUE,"Tommy Lee (feat. Post Malone)","2PFiZ23ZyPTcgwmXk4X6o0",2020-06-12,"but my feet in bottega",0.457,0.621,10,-5.923,1,0.138,0.218,0,0.0944,0.634,85.359,3
"179","Jackie Chan","6Tb8Fse6LfJ0CRZVlNjHF5","Preme",223173,57,TRUE,"Light Of Day","5jp7IiLD8lRVVmf8gfeHOV",2018-05-04,"but my feet in bottega",0.749,0.641,6,-5.268,1,0.0444,0.538,0,0.0775,0.409,140.08,4
