"","track_name","track_id","artist_name","duration_ms","popularity","explicit","album_name","album_id","release_date","playlist_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"275","Life's A Mess (feat. Halsey)","5wWAwzGp2OaaoIkwcz6wZs","Juice WRLD",202193,72,TRUE,"Legends Never Die","6n9DKpOxwifT5hOXtgLZSL",2020-07-10,"but my feet in bottega",0.63,0.446,1,-8.9,1,0.0351,0.337,0,0.166,0.177,143.078,4
"276","Sweet Dream","1BIKSPrF0M1U6u83MTKmDu","Alessia Cara",181881,52,FALSE,"Sweet Dream","2StstfzDqLhNXWowiBSeHr",2021-07-15,"pardon me while I elevate",0.76,0.532,0,-9.177,1,0.127,0.252,0,0.252,0.5,123.064,4
"277","Worry No More","0HSqhMUh1BoMKfLY7Hnhzi","Diplo",202563,43,TRUE,"California","1Mp3A4tFDAiaMeGFJUzo1c",2018-03-23,"pardon me while I elevate",0.592,0.731,7,-5.794,0,0.0404,0.0185,0,0.726,0.392,166.028,4
"278","Daddy Long Legs","1jtItCu0Jjntl7fhm9AVpB","Midnight Sister",238386,39,FALSE,"Saturn Over Sunset","6Yd0EPlfziaiaCoAIpwdom",2017-09-08,"pardon me while I elevate",0.657,0.75,0,-5.765,1,0.035,0.394,0.356,0.23,0.718,130.026,4
"279","Better By Myself","77ixMBo91onYG37mAZiaUj","Hey Violet",194409,55,FALSE,"Better By Myself","4i3djYXopqVlgvJcIWVmV3",2019-04-12,"pardon me while I elevate",0.695,0.715,6,-6.675,0,0.0528,0.0568,0.000221,0.0992,0.891,96.997,4
"280","Skeletons (Lexi Needed a Break)","2E8PpcxzMRAv2YdqRxg0jR","Labrinth",142848,56,FALSE,"EUPHORIA SEASON 2 OFFICIAL SCORE (FROM THE HBO ORIGINAL SERIES)","43tSLc6ZxW8TTRLrBO0SU1",2022-04-22,"pardon me while I elevate",0.746,0.285,4,-8.641,1,0.0534,0.249,0.0104,0.106,0.277,139.022,4
"281","I Cannot Be (A Sadder Song) (with Gunna)","2uoUmwEy9kSi1gp285zdsS","Post Malone",169824,64,TRUE,"Twelve Carat Toothache (Deluxe)","50MzJhO0pMjTsfpeOmZ1so",2022-06-07,"pardon me while I elevate",0.517,0.668,1,-6.012,1,0.116,0.0712,0,0.407,0.646,79.782,4
"282","Good News","5cInnHweXJJrRsHxwihgkK","K.Flay",211026,38,FALSE,"Solutions","1CJDBCPg27ASz4eWE7oeNz",2019-07-12,"pardon me while I elevate",0.64,0.75,2,-3.977,1,0.0439,0.0161,3.11e-05,0.178,0.223,123.082,4
"283","Empty Bottles (feat. MOD SUN) - Stripped","0v1mJGZ8ZTZQAbgjVlDQq3","Bryce Vine",155124,35,TRUE,"Empty Bottles (feat. MOD SUN) [Stripped]","2vVf5UBkOQ5ZfTU0SZSawX",2022-01-14,"pardon me while I elevate",0.477,0.567,6,-5.368,1,0.0271,0.165,0,0.105,0.453,163.956,4
"284","Serotonin","1q2Zb0v5ZGxKDktEz7wSPb","girl in red",182426,63,TRUE,"Serotonin","7Dv5bbo8oZ0KTrXG6CkeUO",2021-03-03,"pardon me while I elevate",0.58,0.788,2,-4.714,1,0.259,0.0123,1.84e-05,0.368,0.72,148.992,4
"285","Can't Do Better","7t9gDWqX10tbhtriPR1Cnd","Kim Petras",188616,67,FALSE,"Can't Do Better","4XovGKPffxorW8SRdo5Mwc",2018-06-08,"pardon me while I elevate",0.473,0.655,7,-5.144,1,0.0373,0.069,1.12e-06,0.144,0.295,131.975,4
"286","The One","55tQMd3wlWyiB51q6CGZgS","M.I.A.",145750,52,FALSE,"The One","1wjFYIGn9tsz6egrNisZj1",2022-05-26,"pardon me while I elevate",0.765,0.795,1,-6.278,1,0.0784,0.0373,5.91e-06,0.373,0.66,148.009,4
"287","No One Dies From Love","62MosvjGMQY3HeGPFEsmM1","Tove Lo",186018,73,FALSE,"No One Dies From Love","2oKzwmlJS888dI16InbxCv",2022-05-03,"pardon me while I elevate",0.652,0.801,0,-6.632,1,0.0576,0.0717,1.22e-06,0.264,0.346,121.099,4
"288","Dandelion","5wC3UC33J8qiKRl3ecFaA3","Anna of the North",163560,43,FALSE,"Dandelion","1oOykmxvMTXnYOoHpySLCD",2022-06-29,"pardon me while I elevate",0.606,0.8,0,-5.945,1,0.0332,0.101,0.000763,0.108,0.822,144.003,4
"289","Us","0reR3yfMTisKWQUnOmjxkN","Shallou",182457,58,FALSE,"Us","4Xp28y7F7RyIOjwp4v9IgZ",2022-08-12,"pardon me while I elevate",0.633,0.605,0,-9.248,1,0.031,0.329,0.0343,0.112,0.128,119.983,4
"290","Reckless (with MØ)","6FUHEGAHbt4DbUFp5dNwod","Gryffin",156249,64,FALSE,"Reckless","2Oy8FCMc08WhIBKRU9r79v",2022-06-29,"pardon me while I elevate",0.689,0.765,7,-4.086,1,0.04,0.00714,8.74e-05,0.206,0.681,130.009,4
"291","Remind Me","6VIYEyjNW71NnIGEduf8D8","Tom Grennan",211167,74,FALSE,"Remind Me","0fL8J5En5o6sd8vSHAbKGt",2022-03-18,"pardon me while I elevate",0.599,0.831,11,-4.188,1,0.0439,0.0603,0,0.204,0.624,132.019,4
"292","Takeaway","3g0mEQx3NTanacLseoP0Gw","The Chainsmokers",209880,74,FALSE,"World War Joy","01GR4NL5O5CZM51k0aejKD",2019-12-06,"pardon me while I elevate",0.528,0.511,3,-8.144,1,0.0324,0.126,0,0.101,0.351,100.1,4
"293","OH MY LORD (feat. 24kGoldn)","1hQTaxMocyO7uH3Mko9Tn2","Arizona Zervas",147022,62,FALSE,"OH MY LORD (feat. 24kGoldn)","5G8RlksQs4NlBrWcLEDPjY",2022-06-10,"pardon me while I elevate",0.8,0.525,6,-6.519,1,0.274,0.252,0,0.142,0.553,93.983,4
"294","Don't Freak Out (feat. iann dior, Tyson Ritter & Travis Barker)","1IflC51n9KG5JJh5sHVU1D","Huddy",156000,59,FALSE,"Teenage Heartbreak","6J3MyFpk3rKOlthkLrW7q9",2021-09-17,"pardon me while I elevate",0.472,0.642,8,-2.526,1,0.0484,0.201,0,0.0972,0.37,193.937,4
"295","Radio","4PMdq7Q7xOFrY424ZelZEb","Lana Del Rey",214573,61,TRUE,"Born To Die - The Paradise Edition","5PW8nAtvf2HV8RYZFd4IrX",2012-11-12,"pardon me while I elevate",0.423,0.857,2,-5.173,1,0.0687,0.188,2.63e-05,0.105,0.196,75.024,4
"296","Please Don't Go","6jg5SRvdGxvJ0DzNV0UqEK","Mike Posner",196813,68,FALSE,"31 Minutes to Takeoff","2nnIlWcriIqcJtjduWcTRl",2010-08-09,"pardon me while I elevate",0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,4
"297","Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA)","251aCFbFK1f4Jkil96E5g1","Dillon Francis",205479,69,FALSE,"Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA)","5fGpsmRrs2q0XWY8lo4xaA",2022-07-08,"pardon me while I elevate",0.488,0.715,9,-4.656,1,0.0562,0.0367,0,0.122,0.397,145.979,4
"298","Beeline","5aXRJ1gBgJTmgDdhlcGFGb","whiterosemoxie",163725,39,TRUE,"TROJAN","2YFIN3eKNLfKZP3L54Mn1u",2021-09-17,"pardon me while I elevate",0.615,0.684,4,-3.836,1,0.0493,0.306,0,0.378,0.372,102.915,4
"299","Stop Being Yourself","2ewW50QGufVvqP959lB8F9","Felix Cartal",249756,42,FALSE,"Next Season","0SyIOIfOM9lINTDWwtIg3R",2018-05-04,"pardon me while I elevate",0.662,0.73,10,-5.407,1,0.0615,0.0127,0,0.203,0.232,122.96,4
"300","Forever (feat. Santigold & 1st)","75ZhVIEfWD4bIz82ZnM8kP","ILOVEMAKONNEN",280000,28,TRUE,"I LOVE MAKONNEN 2","6iCbIqVfjFZUUKKgkAIZRh",2015-11-20,"pardon me while I elevate",0.61,0.525,3,-4.902,1,0.0485,0.377,0,0.265,0.196,144.355,4
"301","Eighties","4FtZXSr2f2ztG5y69d3cNm","Landon Cube",106378,54,TRUE,"Sapphire","2SYGbv2RKvUtgSrwWAKKNj",2020-12-04,"pardon me while I elevate",0.495,0.79,4,-3.116,1,0.221,0.0163,0,0.52,0.623,184.742,4
"302","Stay","7wGoRwE6MZnm9flIMKWPul","Cheat Codes",193837,60,FALSE,"Stay","6eRhTVavbbpeYhcSOjpJwr",2020-10-07,"pardon me while I elevate",0.63,0.784,2,-5.175,1,0.042,0.0385,0,0.231,0.451,92.001,4
"303","24 Hours","7nJWDhcT5qEyLup5GrqhQF","Fresco Trey",151950,52,TRUE,"24 Hours","46hUijNDYCibfvtlsWLn9P",2022-04-22,"pardon me while I elevate",0.436,0.584,0,-7.209,1,0.131,0.178,0,0.082,0.639,88.28,4
"304","sheluvme","64Ds8EuwkeGSOeXDzXLRZz","Tai Verdes",150840,70,TRUE,"sheluvme","4jg0Buspy2uDrSajhm6rnm",2022-06-22,"pardon me while I elevate",0.543,0.677,8,-5.203,1,0.284,0.514,1.19e-05,0.239,0.712,82.36,4
"305","All For Us","1VNRj42vX5uNMabyKbE8sI","Labrinth",212248,54,FALSE,"All For Us","4ryR7Dg9iWXYfFBtnFOTw8",2019-06-30,"pardon me while I elevate",0.526,0.602,3,-6.619,1,0.0882,0.185,0.00215,0.281,0.209,141.978,4
"306","Do It Better (feat. Zoe Wees)","1kwHrBWAlucOE57lWugotk","Felix Jaehn",170045,76,FALSE,"Do It Better (feat. Zoe Wees)","5mqNZCRQAKtzzDyohUmBEU",2022-05-27,"pardon me while I elevate",0.677,0.804,1,-5.337,0,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,4
"307","Her Body Is Bible","1qMMRXrcyfjbik6Mh1XRDz","FLETCHER",177440,62,FALSE,"Her Body Is Bible","3JwM5vjiKuLf2HLmcR5o6D",2022-06-24,"pardon me while I elevate",0.511,0.75,4,-5.298,1,0.0511,0.102,0.000104,0.238,0.198,148.785,4
"308","Love Me Now (feat. Zoe Wees)","1c1sdxrYLIiuJOlE7PPttb","Kygo",195880,72,FALSE,"Love Me Now (feat. Zoe Wees)","0GzKBZSFdg6H5ZlYJ6RgCo",2021-08-13,"pardon me while I elevate",0.662,0.489,5,-7.067,1,0.0525,0.163,0,0.172,0.506,102.04,4
"309","Be Happy - Remix","3JwghlOgXpcxFHDEbfvaYL","Dixie",191578,49,TRUE,"Be Happy (Remix)","5h0mvPQmcmU1lN4pkvmLjW",2020-09-09,"pardon me while I elevate",0.576,0.749,9,-3.612,0,0.0522,0.0124,1.12e-06,0.12,0.343,173.969,4
"310","Nothing Really Matters","4CpUwb4JSS0YiGZ4pBryTO","Gabrielle Aplin",164786,43,FALSE,"Dear Happy","3KxOprE85UOpYbua4W3fQO",2020-01-17,"pardon me while I elevate",0.328,0.53,5,-8.124,1,0.0509,0.0602,0,0.057,0.753,162.031,4
"311","Villain","3pj4VZpb4NQ6WoBXcnqt0p","Julia Wolf",176132,45,TRUE,"Villain","4HzXB6gRri0C9qglD3uZnz",2021-01-14,"pardon me while I elevate",0.731,0.59,2,-7.191,1,0.108,0.473,3.39e-05,0.107,0.569,161.072,4
"312","Let Me Know","0HT2pC2Wcl2GGyDTcCWpLU","Winona Oak",176044,46,FALSE,"CLOSURE","6ujQJTTGKCCPdFjeTI4bIh",2020-01-10,"pardon me while I elevate",0.511,0.627,4,-6.126,1,0.0262,0.0948,0,0.109,0.305,145.042,3
"313","Love Runs Out (feat. G-Eazy & Sasha Alex Sloan)","3jbAzLVcHiI5hYSkcKe1Ty","Martin Garrix",164166,63,FALSE,"Love Runs Out (feat. G-Eazy & Sasha Alex Sloan)","0Lwms3Z89fmqqyVWPkZUCY",2021-08-06,"pardon me while I elevate",0.647,0.642,9,-7.306,0,0.0743,0.262,0,0.134,0.48,90.045,4
"314","Mount Everest","1ZdhOMWyFR8Iv9eylMGYg2","Labrinth",157497,82,TRUE,"Imagination & the Misfit Kid","0FSsRH1jeZqKbGcHwq3UO0",2019-11-22,"pardon me while I elevate",0.494,0.428,0,-7.239,0,0.205,0.236,0.0698,0.0816,0.44,87.724,4
"315","Girls In Line for the Bathroom","4jcM7Z6rKqsjEWpSTVfjmm","Carlie Hanson",147381,45,FALSE,"Tough Boy","6qSBgX2I6aDWvAUrKovMMa",2022-02-18,"pardon me while I elevate",0.702,0.733,1,-6.531,1,0.0336,0.0661,0,0.106,0.291,146.935,4
"316","Sweet Little Lies","6ZahaGPhyiXTi1pLEtGM6e","bülow",175066,59,TRUE,"Sweet Little Lies","0qSNBMGUgtdmmP46p4DTwU",2019-02-22,"pardon me while I elevate",0.648,0.727,0,-3.791,1,0.142,0.229,0,0.17,0.689,160.024,4
"317","Blow The Roof (with Kasbo & EVAN GIIA)","6sooxXwLEwh812Ve4L5ovr","Louis The Child",184919,54,FALSE,"Blow The Roof (with Kasbo & EVAN GIIA)","3wsZl7oZ9obf53nPRj6FaA",2022-02-18,"pardon me while I elevate",0.593,0.824,4,-4.503,1,0.0633,0.0882,0,0.149,0.371,105.008,4
"318","A Sky Full of Stars","0FDzzruyVECATHXKHFs9eJ","Coldplay",267866,82,FALSE,"Ghost Stories","2G4AUqfwxcV1UdQjm2ouYr",2014-05-19,"pardon me while I elevate",0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4
"319","Ruin My Life - Steve James Remix","0Fc9QSMX6fgEBgDjUax7t7","Zara Larsson",177096,54,TRUE,"Ruin My Life (Remixes)","6rWRg6yLGcLdG0IRaCB9LN",2018-11-23,"pardon me while I elevate",0.723,0.837,11,-6.487,1,0.0389,0.0103,0.000477,0.0834,0.643,123.952,4
"320","Don't Leave - Gryffin Remix","2ygxpFIvfVzti5zcpkSmue","Snakehips",235893,51,TRUE,"Don't Leave (Remixes)","5kNRvjEADryQBiCetUphx0",2017-03-24,"pardon me while I elevate",0.586,0.756,8,-4.408,1,0.038,0.0037,0.000395,0.134,0.277,122.011,4
"321","STAY (with Justin Bieber)","5HCyWlXZPP0y6Gqq8TgA20","The Kid LAROI",141805,89,TRUE,"STAY (with Justin Bieber)","4QLAtpLNUsHEYrcHXmMIZZ",2021-07-09,"pardon me while I elevate",0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,4
"322","Rockstar In His Prime","2aaUTdC6YQqEZiQEk8wPxK","Juice WRLD",180750,68,TRUE,"Fighting Demons (Deluxe)","1typPCwqyXMfFpvDZAyKew",2022-03-18,"pardon me while I elevate",0.685,0.729,7,-8.694,0,0.15,0.415,0,0.196,0.382,170.025,4
"323","Nightmares","4F1YTJm19T5uYAO7yyGhZJ","No Love For The Middle Child",169569,43,TRUE,"Nightmares","5bHn0vh1WADdaPiBxiTQz2",2022-08-12,"pardon me while I elevate",0.561,0.658,10,-6.07,1,0.0701,0.0063,0,0.186,0.5,79.999,4
"324","Live Your Life","3jlbL2OTD5YmIunYzgQTAN","T.I.",338853,75,TRUE,"Paper Trail","5PfepkNWgRR2DI02Y8AawC",2008-09-07,"pardon me while I elevate",0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,4
"325","HOLY TRINITY (feat. Rich The Kid)","02D7cBNL1rpCkvTja8S1ns","Arizona Zervas",155863,60,TRUE,"HOLY TRINITY (feat. Rich The Kid)","0ev0saRGsMUB9MxtWZnliz",2022-07-22,"pardon me while I elevate",0.782,0.703,9,-4.597,1,0.107,0.0522,0,0.104,0.336,82.501,4
"326","Amazing","1s16lVXTAFSS4Nm3Ygd1Qu","Kanye West",238333,0,FALSE,"808s & Heartbreak (Softpak)","6iFQqMVZ6eLQESfdkIzVXO",2008-11-24,"pardon me while I elevate",0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,4
"327","So Good","6kxaaIeowajN7w21PfMLbu","Halsey",176058,78,FALSE,"So Good","2GCDQipR2hfrNzLC9FCwaf",2022-06-09,"pardon me while I elevate",0.576,0.627,3,-4.649,0,0.0449,0.0385,0,0.181,0.311,164.998,4
"328","DNA","2OUGbfawPpASGZ9PMmOyaN","K.Flay",279773,30,TRUE,"Solutions","1CJDBCPg27ASz4eWE7oeNz",2019-07-12,"pardon me while I elevate",0.446,0.584,7,-7.67,1,0.0569,0.304,0.0022,0.141,0.269,81.865,4
"329","Talk To Me","3JC7yQXolDYi73VON6zPGw","Lxst",129435,40,TRUE,"Over Me","06ik2ELH6urYbKgbzRh0jK",2021-07-24,"pardon me while I elevate",0.666,0.412,8,-10.036,1,0.0619,0.253,0,0.12,0.374,82.969,4
"330","Out Of The Woods","5OndtwLGA9O6XHFcGm2H7r","Taylor Swift",235800,63,FALSE,"1989","2QJmrSgbdM35R67eoGQo4j",2014-10-27,"pardon me while I elevate",0.552,0.842,7,-6.938,1,0.0373,0.00103,1.17e-05,0.337,0.343,91.991,4
"331","golden years","4xP5bdGofMzMQyH1TDFPp8","Christian French",169744,61,FALSE,"golden years","09knoNCuy7aCw2Ze6g5lBt",2022-05-27,"pardon me while I elevate",0.626,0.573,1,-7.825,1,0.115,0.41,0,0.219,0.68,149.993,4
"332","i never wanna die","4Mlo1XIsUQdiOQ1x6z3wK4","Bea Miller",174848,41,TRUE,"elated!","1bddkQczuUlV4e4MW2SOO1",2020-10-23,"pardon me while I elevate",0.695,0.571,1,-5.03,0,0.0578,0.25,0,0.36,0.195,88.068,4
"333","100sadsongs","0rvcPanRR8rQO8lSIr0S4l","Tai Verdes",176830,58,TRUE,"100sadsongs","52D5Elj3MPS11Wa0r50EFM",2022-05-20,"pardon me while I elevate",0.647,0.767,2,-5.063,1,0.1,0.255,0,0.225,0.694,155.03,4
"334","Knockout","1YFwmEAnSUx9ZAgWT39i1L","Tungevaag",147789,56,FALSE,"Knockout","3oMsAnTSyOLcOYGj721atI",2019-12-06,"pardon me while I elevate",0.643,0.609,4,-4.304,0,0.0397,0.299,0,0.176,0.462,94.996,4
"335","Stitches","5inSAJvyOTJEUA3uP94TWA","good problem",160929,50,TRUE,"Stitches","5py29tWB6bYSYf1vct0Lz5",2021-08-27,"pardon me while I elevate",0.771,0.483,6,-6.979,1,0.0475,0.0191,3.97e-05,0.0926,0.406,146.058,4
"336","Sideways","5Kpqr7t4KCI8vrnWrQ4H7B","ILLENIUM",251830,49,FALSE,"Fallen Embers","4YomxhmDglPvD93W3T6l1V",2021-07-16,"pardon me while I elevate",0.474,0.792,5,-3.302,1,0.051,0.0662,1.09e-06,0.277,0.31,141.926,4
"337","Get My Shit Together","1Z6zf9Wo5OOi0rXnN8VwTs","Johan Lenox",190129,34,TRUE,"WDYWTBWYGU","6sd1FmCTSPabYh4aHRICTu",2022-05-13,"pardon me while I elevate",0.631,0.559,6,-8.681,1,0.0545,0.297,0.000167,0.267,0.4,77.03,4
"338","Hymn for the Weekend","3RiPr603aXAoi4GHyXx0uy","Coldplay",258266,83,FALSE,"A Head Full of Dreams","3cfAM8b8KqJRoIzt3zLKqw",2015-12-04,"pardon me while I elevate",0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,4
"339","Perfect Places","7ARveOiD31w2Nq0n5FsSf8","Lorde",221874,70,TRUE,"Melodrama","2B87zXm9bOWvAJdkJBTpzF",2017-06-16,"pardon me while I elevate",0.622,0.58,1,-5.273,0,0.0504,0.00241,2.95e-05,0.112,0.512,104.41,4
"340","Night Like This","54kwgaNYb7EzcMd8za1cam","daydream Masi",183217,40,TRUE,"Night Like This","0tYyC1yyUj1tMHWaf8Im2t",2021-01-22,"pardon me while I elevate",0.656,0.669,5,-8.371,0,0.0415,0.0788,0,0.136,0.509,149.909,4
"341","The Cops","45gCjdqbFIkuK5DIkgbntw","K.Flay",212800,38,FALSE,"What If It Is","0xGl3nw6WV1k2Ysqbn2j01",2013-08-06,"pardon me while I elevate",0.51,0.559,7,-7.008,1,0.0645,0.436,1.16e-06,0.123,0.283,74.423,4
"342","Burn Slow","0ktPiYZliUOJ7rTmUF7l3j","Jaira Burns",192402,49,TRUE,"Burn Slow","1COYJVkWo2wHdz5UehGouY",2018-07-20,"pardon me while I elevate",0.646,0.456,6,-9.443,1,0.1,0.106,0.000371,0.104,0.252,91.04,4
"343","deep in the woods","7ayHmrEXPuiglJ1pYlko8h","Hayley Kiyoko",189898,50,FALSE,"deep in the woods","6p1H52i4HyDOrdrBUF0uI4",2022-06-24,"pardon me while I elevate",0.508,0.749,9,-6.469,0,0.0625,0.016,0,0.369,0.411,87.986,4
"344","Live Laugh Love","5ebtxZRrC1JQvZ1HCAiLYv","Sasha Alex Sloan",182400,45,FALSE,"I Blame The World","5ExJ7CxU5PuDoXqLCamVRJ",2022-05-13,"pardon me while I elevate",0.625,0.54,11,-9.059,1,0.0271,0.113,0.162,0.107,0.492,165.909,4
"345","Pressure Makes Diamonds","7uvbgJNZV2lDa7p9AWmJv1","Nina Nesbitt",161611,50,TRUE,"Pressure Makes Diamonds","2Er4Xcq9U8ts068V6w1EM6",2022-06-08,"pardon me while I elevate",0.569,0.537,1,-7.103,1,0.0454,0.553,0,0.134,0.484,215.969,4
"346","Sad Together","4gXSzyx3mEhEsFLv62XEfg","Olivia O'Brien",170500,41,FALSE,"The Results Of My Poor Judgement","2ZRnPNylxW5ZB3q4XpQI68",2020-06-19,"pardon me while I elevate",0.652,0.656,5,-4.14,1,0.0467,0.116,0,0.168,0.401,151.946,4
"347","Samurai (feat. Katy Tiz)","0VOsR3sEACivA46VDuaLai","Vanic",201600,41,FALSE,"Samurai (feat. Katy Tiz)","30aKybIu6FdsT7a47avct2",2016-09-16,"pardon me while I elevate",0.381,0.668,1,-4.328,0,0.0326,0.00457,0,0.0877,0.104,75.004,4
"348","Voices","5vZ9IyT4e6K4ePtor70TV9","Calabasas",171005,40,FALSE,"Voices","398FPx4zBx9VosF0SdbFxp",2021-08-27,"pardon me while I elevate",0.764,0.709,8,-6.432,0,0.108,0.159,0,0.256,0.55,87.973,4
"349","ay! (feat. Lil Wayne)","1T4tQ4SSagbhAKpvcWg035","Machine Gun Kelly",124188,71,TRUE,"mainstream sellout","3sKZHtQoq3tPtkXbT8PJAc",2022-03-25,"pardon me while I elevate",0.742,0.617,2,-6.689,1,0.0345,0.05,5.92e-05,0.0711,0.491,147.002,4
"350","No More Friends (with Oli Sykes of Bring Me The Horizon)","5jbk17nRpXXvzGXPXjm3uW","Olivia O'Brien",193376,54,TRUE,"No More Friends","5T2HtXj1rvReE0gAAMNx53",2021-06-10,"pardon me while I elevate",0.626,0.635,7,-7.845,0,0.163,0.0346,0,0.0953,0.581,149.824,4
"351","Make Me Fade","2zca6hOc4QDTJUuZ6THBCa","K.Flay",279034,48,TRUE,"Tunesdays","1vaWeiw4ZUCd6ms5pQ19jM",2016-09-02,"pardon me while I elevate",0.41,0.739,5,-4.466,1,0.0482,0.00471,0,0.0827,0.164,159.911,4
"352","Daisies","3xTY1ZFh1md781DtPHodkv","Ryan Caraveo",153809,40,TRUE,"Daisies","1APeBCt3sawQD09Om6hbqc",2021-04-16,"pardon me while I elevate",0.785,0.65,11,-6.308,1,0.0343,0.182,0.000108,0.234,0.844,99.984,4
"353","STILL BREATHING","7D3W0U3V5Oy23pfqYeZvKn","Arizona Zervas",180106,48,FALSE,"STILL BREATHING","3Jkxbwgr4tJeeW6zOdfr7A",2021-07-30,"pardon me while I elevate",0.605,0.573,0,-6.228,1,0.0304,0.133,0,0.0764,0.568,169.934,4
"354","Astronaut","3dfgUWePY255eCRsCYchl1","Transviolet",205387,25,FALSE,"Kaleidoscopes","4E0Ywn4UsTPrWaFvpiuOt8",2017-06-30,"pardon me while I elevate",0.502,0.813,4,-5.399,1,0.0692,0.0461,0,0.124,0.704,156.891,4
"355","Don’t Know (feat. Mac Miller)","43kFaS6SfcXz49ivLbOBAV","Boaz",208960,52,TRUE,"Intuition","4NKPHIVKyU7zDpWfaXpGZk",2014-10-21,"pardon me while I elevate",0.723,0.85,8,-4.401,1,0.0595,0.239,2.4e-05,0.119,0.901,148.017,4
"356","Let You Down","0LS6xSFDByS2YKjEYfW6FV","RILEY",188448,15,TRUE,"Love Was Never Enough","7l06U7WZWuMMjmlEAL4d3S",2018-08-03,"pardon me while I elevate",0.724,0.726,9,-7.117,1,0.0322,0.0916,2.46e-06,0.0683,0.568,100.003,4
"357","Future","6AzodcPEJtRce4f9aQeA1Z","Transviolet",186623,29,FALSE,"Future","6GmAw0tOF9ZBGwE5RDe4x6",2016-09-02,"pardon me while I elevate",0.731,0.816,11,-5.595,1,0.0891,0.467,0.000458,0.189,0.22,109.943,4
"358","Best Love Song","4CHLYbx8NB1LUn5WqT0SzV","T-Pain",195986,66,FALSE,"Revolver (Expanded Edition)","7rWNM4Q11nvmpHOuSnLFME",2011-12-06,"pardon me while I elevate",0.622,0.711,7,-6.618,1,0.0542,0.0457,0,0.174,0.679,79.932,4
"359","Off My Neck","6C7Tgi68nu81t33KV5Lnwg","Carlie Hanson",181553,40,TRUE,"Tough Boy","7cHOGdyjoxS0Ou57ax4Fws",2022-02-18,"pardon me while I elevate",0.67,0.697,4,-5.786,1,0.036,0.0176,0,0.141,0.391,150.059,4
"360","No Time (For My Life To Suck)","46FwyEmZaPPzUViyEvloXo","Nina Nesbitt",153093,52,TRUE,"No Time (For My Life To Suck)","69gZ4DnvFsvQ8z9yk4QdYG",2022-07-13,"pardon me while I elevate",0.676,0.448,0,-9.316,1,0.0483,0.503,1.64e-05,0.118,0.567,145.995,4
"361","Giver","5f8z7Cp7CY9T54Cnq1YVlh","K.Flay",214146,56,TRUE,"Every Where Is Some Where","5ddpf5pxYjw9ob4DjPLuiz",2017-04-07,"pardon me while I elevate",0.493,0.606,5,-4.437,0,0.0401,0.0042,0.0104,0.0679,0.573,175.896,4
"362","Call It What You Want","2WmiBmDXticFTNJdMFh2XZ","Taylor Swift",203506,35,FALSE,"reputation (Big Machine Radio Release Special)","1Hrs3jLGexOvBoaPMoOQYJ",2017-11-10,"pardon me while I elevate",0.598,0.504,9,-9.874,1,0.0731,0.186,0.000221,0.34,0.252,163.954,4
"363","i drive me mad","74tswKcYGnbqDd9zbPHAgW","renforshort",177181,51,TRUE,"teenage angst EP","2JxyP3DMXo84BCjj5EXLbX",2020-03-13,"pardon me while I elevate",0.529,0.454,7,-5.499,1,0.0959,0.125,0,0.183,0.457,108.316,4
"364","Heaven Takes You Home (feat. Connie Constance)","3nEHrvNNtgLv9rneTAYVr4","Swedish House Mafia",214071,80,FALSE,"Paradise Again","2Dbe9L757CSQbhnbW5PVSH",2022-04-15,"pardon me while I elevate",0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,4
"365","jealousy, jealousy","0MMyJUC3WNnFS1lit5pTjk","Olivia Rodrigo",173160,84,FALSE,"SOUR","6s84u2TUpR3wdUv4NgKA2j",2021-05-21,"pardon me while I elevate",0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,4
"366","Unholy","6vjymPak0JRQC2P84XlI9t","Miley Cyrus",130186,49,FALSE,"SHE IS COMING","7M4YAXOOg1XbWx03jg7t62",2019-05-31,"pardon me while I elevate",0.824,0.534,4,-4.679,0,0.0363,0.0357,3.62e-06,0.0877,0.206,141.983,4
"367","If I Ain't Got You","1WoChv2ARhrKUhzHcmWqLd","Dan Talevski",177850,41,FALSE,"If I Ain't Got You","5kzHHrO8DMBOkHpcmKQ5BP",2019-03-22,"pardon me while I elevate",0.626,0.475,8,-8.086,1,0.0666,0.124,0,0.092,0.424,84.035,4
